biologicalSystem	effect	efoId	ensemblId	pmid	ref	symptom	target	uberonCode	url
blood	activation_acute	GO_0008283	ENSG00000136160	28216264	Lynch et al. (2017)	cell proliferation	EDNRB	UBERON_0000178	""
respiratory	activation_acute	EFO_0009833	ENSG00000136160	28216264	Lynch et al. (2017)	glomerular and tubulointerstitial structural injury	EDNRB	UBERON_0001004	""
respiratory	activation_acute	GO_0008283	ENSG00000136160	28216264	Lynch et al. (2017)	cell proliferation	EDNRB	UBERON_0001004	""
renal	activation_acute	GO_0090331	ENSG00000136160	28216264	Lynch et al. (2017)	decreased platelet aggregation	EDNRB	UBERON_0001008	""
renal	activation_acute	EFO_0001361	ENSG00000136160	28216264	Lynch et al. (2017)	pulmonary hypertension	EDNRB	UBERON_0001008	""
gastrointestinal	activation_acute	GO_0090331	ENSG00000136160	28216264	Lynch et al. (2017)	decreased platelet aggregation	EDNRB	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0032263	ENSG00000136160	28216264	Lynch et al. (2017)	increased blood pressure	EDNRB	UBERON_0005409	""
gastrointestinal	inhibition_developmental toxicity	EFO_0005269	ENSG00000136160	28216264	Lynch et al. (2017)	cardiovascular malformations	EDNRB	UBERON_0005409	""
gastrointestinal	inhibition_developmental toxicity	HP_0000234	ENSG00000136160	28216264	Lynch et al. (2017)	craniofacial abnormalities	EDNRB	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0011037	ENSG00000136160	28216264	Lynch et al. (2017)	decreased urine excretion	EDNRB	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_0120061	ENSG00000136160	28216264	Lynch et al. (2017)	decreased gastric emptying	EDNRB	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0030897	ENSG00000136160	28216264	Lynch et al. (2017)	decreased intestinal transit	EDNRB	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_1904057	ENSG00000136160	28216264	Lynch et al. (2017)	decreased pain	EDNRB	UBERON_0005409	""
gastrointestinal	activation_acute	HP_0031860	ENSG00000136160	28216264	Lynch et al. (2017)	increased then decreased heart rate	EDNRB	UBERON_0005409	""
gastrointestinal	activation_acute	GO_0008283	ENSG00000136160	28216264	Lynch et al. (2017)	cell proliferation	EDNRB	UBERON_0005409	""
cardiovascular	activation_acute	GO_0090331	ENSG00000136160	28216264	Lynch et al. (2017)	decreased platelet aggregation	EDNRB	UBERON_0004535	""
blood	activation_acute	HP_0030972	ENSG00000136160	28216264	Lynch et al. (2017)	decreased then increased blood pressure	EDNRB	UBERON_0000178	""
renal	activation_acute	EFO_0009833	ENSG00000136160	28216264	Lynch et al. (2017)	glomerular and tubulointerstitial structural injury	EDNRB	UBERON_0001008	""
gastrointestinal	activation_acute	EFO_0003896	ENSG00000136160	28216264	Lynch et al. (2017)	left ventricular hypertrophy	EDNRB	UBERON_0005409	""
cardiovascular	activation_acute	EFO_0009833	ENSG00000136160	28216264	Lynch et al. (2017)	glomerular and tubulointerstitial structural injury	EDNRB	UBERON_0004535	""
gastrointestinal	activation_acute	HP_0030972	ENSG00000136160	28216264	Lynch et al. (2017)	decreased then increased blood pressure	EDNRB	UBERON_0005409	""
blood	activation_acute	EFO_0009836	ENSG00000136160	28216264	Lynch et al. (2017)	bronchoconstriction	EDNRB	UBERON_0000178	""
blood	activation_acute	EFO_0009833	ENSG00000136160	28216264	Lynch et al. (2017)	glomerular and tubulointerstitial structural injury	EDNRB	UBERON_0000178	""
cardiovascular	activation_acute	GO_0008283	ENSG00000136160	28216264	Lynch et al. (2017)	cell proliferation	EDNRB	UBERON_0004535	""
gastrointestinal	activation_acute	EFO_0001361	ENSG00000136160	28216264	Lynch et al. (2017)	pulmonary hypertension	EDNRB	UBERON_0005409	""
respiratory	activation_acute	EFO_0009836	ENSG00000136160	28216264	Lynch et al. (2017)	bronchoconstriction	EDNRB	UBERON_0001004	""
cardiovascular	activation_acute	HP_0031860	ENSG00000136160	28216264	Lynch et al. (2017)	increased then decreased heart rate	EDNRB	UBERON_0004535	""
gastrointestinal	activation_acute	EFO_0009833	ENSG00000136160	28216264	Lynch et al. (2017)	glomerular and tubulointerstitial structural injury	EDNRB	UBERON_0005409	""
renal	activation_acute	EFO_0009836	ENSG00000136160	28216264	Lynch et al. (2017)	bronchoconstriction	EDNRB	UBERON_0001008	""
respiratory	activation_acute	HP_0031860	ENSG00000136160	28216264	Lynch et al. (2017)	increased then decreased heart rate	EDNRB	UBERON_0001004	""
cardiovascular	activation_acute	HP_0030972	ENSG00000136160	28216264	Lynch et al. (2017)	decreased then increased blood pressure	EDNRB	UBERON_0004535	""
gastrointestinal	activation_acute	EFO_0009836	ENSG00000136160	28216264	Lynch et al. (2017)	bronchoconstriction	EDNRB	UBERON_0005409	""
renal	activation_acute	HP_0030972	ENSG00000136160	28216264	Lynch et al. (2017)	decreased then increased blood pressure	EDNRB	UBERON_0001008	""
blood	activation_acute	EFO_0001361	ENSG00000136160	28216264	Lynch et al. (2017)	pulmonary hypertension	EDNRB	UBERON_0000178	""
respiratory	activation_acute	HP_0030972	ENSG00000136160	28216264	Lynch et al. (2017)	decreased then increased blood pressure	EDNRB	UBERON_0001004	""
blood	activation_acute	GO_0090331	ENSG00000136160	28216264	Lynch et al. (2017)	decreased platelet aggregation	EDNRB	UBERON_0000178	""
cardiovascular system	inhibition_general	""	ENSG00000189221	""	HeCaToS	"hypertensive when combined with pressor amines such as tyramine present in cheese: inhibitors may induce severe hypertensive crisis (known as \"cheese reaction\")"	MAOA	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	""	ENSG00000189221	""	HeCaToS	centrally mediated side effects such as the serotonin syndrome, dizziness, blurred vision, weakness, and hypomania	MAOA	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
central nervous system	inhibition_general	""	ENSG00000189221	""	HeCaToS	"hypertensive when combined with pressor amines such as tyramine present in cheese: inhibitors may induce severe hypertensive crisis (known as \"cheese reaction\")"	MAOA	UBERON_0001017	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
central nervous system	inhibition_general	""	ENSG00000189221	""	HeCaToS	centrally mediated side effects such as the serotonin syndrome, dizziness, blurred vision, weakness, and hypomania	MAOA	UBERON_0001017	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_1001484	ENSG00000082556	""	Urban et al. (2012)	analgesia	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	EFO_0009868	ENSG00000082556	""	Urban et al. (2012)	sedation	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	EFO_0005251	ENSG00000082556	""	Urban et al. (2012)	hypotension	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	HP_0001649	ENSG00000082556	""	Urban et al. (2012)	tachycardia	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	HP_0000103	ENSG00000082556	""	Urban et al. (2012)	diuresis	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	EFO_0009867	ENSG00000082556	""	Urban et al. (2012)	dysphoria	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	EFO_0009847	ENSG00000082556	""	Urban et al. (2012)	dizziness	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	HP_0003401	ENSG00000082556	""	Urban et al. (2012)	paresthesia	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	""	ENSG00000082556	""	Urban et al. (2012)	antipruritic effects	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	""	ENSG00000082556	""	Urban et al. (2012)	interaction with dopaminergic transmission and hallucination	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	""	ENSG00000082556	""	Urban et al. (2012)	psychotomimetic effects. In case of mixed (partial) agonist/antagonist analgesic drugs, psychotomimesis is undesirable and serves to limit abuse potential	OPRK1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	EFO_1001484	ENSG00000082556	""	Urban et al. (2012)	analgesia	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	EFO_0009868	ENSG00000082556	""	Urban et al. (2012)	sedation	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	EFO_0005251	ENSG00000082556	""	Urban et al. (2012)	hypotension	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	HP_0001649	ENSG00000082556	""	Urban et al. (2012)	tachycardia	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	HP_0000103	ENSG00000082556	""	Urban et al. (2012)	diuresis	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	EFO_0009867	ENSG00000082556	""	Urban et al. (2012)	dysphoria	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	EFO_0009847	ENSG00000082556	""	Urban et al. (2012)	dizziness	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	HP_0003401	ENSG00000082556	""	Urban et al. (2012)	paresthesia	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	""	ENSG00000082556	""	Urban et al. (2012)	antipruritic effects	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	""	ENSG00000082556	""	Urban et al. (2012)	interaction with dopaminergic transmission and hallucination	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
nervous system	activation_general	""	ENSG00000082556	""	Urban et al. (2012)	psychotomimetic effects. In case of mixed (partial) agonist/antagonist analgesic drugs, psychotomimesis is undesirable and serves to limit abuse potential	OPRK1	UBERON_0001016	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	EFO_0000373	ENSG00000103546	""	HeCaToS	congestive heart failure	SLC6A2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0000537	ENSG00000103546	""	HeCaToS	hypertension (supine)	SLC6A2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	HP_0001649	ENSG00000103546	""	HeCaToS	tachycardia	SLC6A2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	""	ENSG00000103546	""	HeCaToS	may be useful for treatment of ADHD (atomoxetine) and depression	SLC6A2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
renal	activation_acute	GO_0035815	ENSG00000180772	28216264	Lynch et al. (2017)	increased urinary sodium excretion	AGTR2	UBERON_0001008	""
renal	inhibition_acute	GO_1904057	ENSG00000180772	28216264	Lynch et al. (2017)	decreased pain	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0000480	ENSG00000180772	28216264	Lynch et al. (2017)	death	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0007401	ENSG00000180772	28216264	Lynch et al. (2017)	oligoamnios	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_1002048	ENSG00000180772	28216264	Lynch et al. (2017)	renal failure	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0005251	ENSG00000180772	28216264	Lynch et al. (2017)	decreased blood pressure	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	HP_0002089	ENSG00000180772	28216264	Lynch et al. (2017)	pulmonary hypoplasia	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_1000644	ENSG00000180772	28216264	Lynch et al. (2017)	respiratory distress syndrome	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	HP_0001643	ENSG00000180772	28216264	Lynch et al. (2017)	persistent patent ductus arteriosus	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	HP_0010539	ENSG00000180772	28216264	Lynch et al. (2017)	hypocalvaria	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	MONDO_0019054	ENSG00000180772	28216264	Lynch et al. (2017)	limb defects	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0000495	ENSG00000180772	28216264	Lynch et al. (2017)	intrauterine growth retardation	AGTR2	UBERON_0001008	""
renal	inhibition_developmental toxicity	MONDO_0016054	ENSG00000180772	28216264	Lynch et al. (2017)	cerebral complications	AGTR2	UBERON_0001008	""
renal	activation_acute	HP_0000103	ENSG00000180772	28216264	Lynch et al. (2017)	increased urine excretion	AGTR2	UBERON_0001008	""
cardiovascular system	activation_general	EFO_0005251	ENSG00000168398	""	HeCaToS	arteriolar dilation/hypotension	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0000318	ENSG00000168398	""	HeCaToS	cardiomyopathy	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0000537	ENSG00000168398	""	HeCaToS	hypertension	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0004269	ENSG00000168398	""	HeCaToS	arrhythmia	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	GO_0006939	ENSG00000168398	""	HeCaToS	smooth-muscle contraction	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	HP_0012735	ENSG00000168398	""	HeCaToS	cough	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0003843	ENSG00000168398	""	HeCaToS	nociception	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000168398	""	HeCaToS	angiogenesis	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000168398	""	HeCaToS	acute allergic inflammation	BDKRB2	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular	activation_acute	EFO_0003843	ENSG00000116032	28216264	Lynch et al. (2017)	pain	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_1904057	ENSG00000116032	28216264	Lynch et al. (2017)	decreased pain	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_chronic	HP_0000735	ENSG00000116032	28216264	Lynch et al. (2017)	impaired social interactions	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_chronic	HP_0000733	ENSG00000116032	28216264	Lynch et al. (2017)	stereotypy	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_chronic	EFO_0005407	ENSG00000116032	28216264	Lynch et al. (2017)	psychosis	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_chronic	HP_0002180	ENSG00000116032	28216264	Lynch et al. (2017)	neurodegeneration	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0040017	ENSG00000116032	28216264	Lynch et al. (2017)	increased locomotor activity	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	MONDO_0000437	ENSG00000116032	28216264	Lynch et al. (2017)	ataxia	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009847	ENSG00000116032	28216264	Lynch et al. (2017)	dizziness	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0001072	ENSG00000116032	28216264	Lynch et al. (2017)	decreased memory	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0005407	ENSG00000116032	28216264	Lynch et al. (2017)	psychosis	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009853	ENSG00000116032	28216264	Lynch et al. (2017)	decreased convulsions	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0003890	ENSG00000116032	28216264	Lynch et al. (2017)	drug abuse/dependence	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0005595	ENSG00000116032	28216264	Lynch et al. (2017)	neurotoxicity	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0032263	ENSG00000116032	28216264	Lynch et al. (2017)	increased blood pressure	GRIN3B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0001649	ENSG00000116032	28216264	Lynch et al. (2017)	increased heart rate	GRIN3B	UBERON_0004535	""
