BIOENTITY	SEMANTIC_TAG	STUDY	ANNOTATOR	ANNOTATION_DATE
Union#A090#A09.0 Other and unspecified gastroenteritis and colitis of infectious origin	EFO_1001463|EFO_0003872	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A099#A09.9 Gastroenteritis and colitis of unspecified origin	EFO_1001463|EFO_0003872	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A15#A15 Respiratory tuberculosis| bacteriologically and histologically confirmed	EFO_1000049	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A16#A16 Respiratory tuberculosis| not confirmed bacteriologically or histologically	Orphanet_3389	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A162#A16.2 Tuberculosis of lung| without mention of bacteriological or histological confirmation	EFO_1000049	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A169#A16.9 Respiratory tuberculosis unspecified| without mention of bacteriological or histological confirmation	Orphanet_3389	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A31#A31 Infection due to other mycobacteria	EFO_0009429	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A310#A31.0 Pulmonary mycobacterial infection	EFO_0009429	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A36#A36 Diphtheria	EFO_0005549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A37#A37 Whooping cough	EFO_0000650	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A38#A38 Scarlet fever	EFO_0007477	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A39#A39 Meningococcal infection	EFO_0004249	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A40#A40 Streptococcal septicaemia	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A400#A40.0 Septicaemia due to streptococcus| group A	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A403#A40.3 Septicaemia due to Streptococcus pneumoniae	EFO_0007499	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A408#A40.8 Other streptococcal septicaemia	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A409#A40.9 Streptococcal septicaemia| unspecified	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A41#A41 Other septicaemia	EFO_0003033	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A410#A41.0 Septicaemia due to Staphylococcus aureus	EFO_0003033	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A411#A41.1 Septicaemia due to other specified staphylococcus	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A412#A41.2 Septicaemia due to unspecified staphylococcus	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A415#A41.5 Septicaemia due to other Gram-negative organisms	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A418#A41.8 Other specified septicaemia	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A419#A41.9 Septicaemia| unspecified	EFO_0003033	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A46#A46 Erysipelas	EFO_1001462	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A48#A48 Other bacterial diseases| not elsewhere classified	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A481#A48.1 Legionnaires' disease	MONDO_0012057	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A49#A49 Bacterial infection of unspecified site	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A490#A49.0 Staphylococcal infection| unspecified	EFO_1001849	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A491#A49.1 Streptococcal infection| unspecified	EFO_1001849	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A498#A49.8 Other bacterial infections of unspecified site	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A499#A49.9 Bacterial infection| unspecified	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A63#A63 Other predominantly sexually transmitted diseases| not elsewhere classified	EFO_0003955	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A630#A63.0 Anogenital (venereal) warts	EFO_1002022	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A69#A69 Other spirochaetal infections	EFO_0009567	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A80#A80 Acute poliomyelitis	EFO_0007450	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A86#A86 Unspecified viral encephalitis	EFO_0007538	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A87#A87 Viral meningitis	EFO_1001236	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#A879#A87.9 Viral meningitis| unspecified	EFO_1001236	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B00#B00 Herpesviral [herpes simplex] infections	EFO_1002022	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B001#B00.1 Herpesviral vesicular dermatitis	MONDO_0002406	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B004#B00.4 Herpesviral encephalitis	Orphanet_1930	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B005#B00.5 Herpesviral ocular disease	EFO_0007309	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B009#B00.9 Herpesviral infection| unspecified	EFO_0007309	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B01#B01 Varicella [chickenpox]	EFO_0007204	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B019#B01.9 Varicella without complications	EFO_0007204	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B02#B02 Zoster [herpes zoster]	EFO_0006510	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B022#B02.2 Zoster with other nervous system involvement	EFO_0006510	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B023#B02.3 Zoster ocular disease	EFO_0006510	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B029#B02.9 Zoster without complication	EFO_0006510	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B05#B05 Measles	EFO_1002025	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B06#B06 Rubella [German measles]	EFO_1002026	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B07#B07 Viral warts	EFO_0009662	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B08#B08 Other viral infections characterised by skin and mucous membrane lesions| not elsewhere classified	EFO_0008598	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B081#B08.1 Molluscum contagiosum	EFO_0007375	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B15#B15 Acute hepatitis A	EFO_0007305	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B159#B15.9 Hepatitis A without hepatic coma	EFO_0007305	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B16#B16 Acute hepatitis B	EFO_0004197	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B169#B16.9 Acute hepatitis B without delta-agent and without hepatic coma	HP_0200119	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B17#B17 Other acute viral hepatitis	EFO_0004196	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B171#B17.1 Acute hepatitis C	EFO_0003047	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B179#B17.9 Acute viral hepatitis| unspecified	EFO_0004196	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B18#B18 Chronic viral hepatitis	EFO_0007540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B181#B18.1 Chronic viral hepatitis B without delta-agent	EFO_0004197	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B182#B18.2 Chronic viral hepatitis C	EFO_0004220	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B19#B19 Unspecified viral hepatitis	HP_0012115	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B199#B19.9 Unspecified viral hepatitis without coma	EFO_0004196	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B20#B20 Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases	EFO_0000764	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B24#B24 Unspecified human immunodeficiency virus [HIV] disease	EFO_0000764	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B25#B25 Cytomegaloviral disease	EFO_0001062	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B259#B25.9 Cytomegaloviral disease| unspecified	EFO_0001062	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B26#B26 Mumps	EFO_0007383	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B27#B27 Infectious mononucleosis	EFO_0007326	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B34#B34 Viral infection of unspecified site	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B348#B34.8 Other viral infections of unspecified site	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B349#B34.9 Viral infection| unspecified	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B35#B35 Dermatophytosis	MONDO_0004678	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B351#B35.1 Tinea unguium	EFO_0007510	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B353#B35.3 Tinea pedis	EFO_0007512	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B356#B35.6 Tinea cruris	EFO_0007510	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B36#B36 Other superficial mycoses	EFO_1000556	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B369#B36.9 Superficial mycosis| unspecified	MONDO_0024268	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B37#B37 Candidiasis	EFO_1001283	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B370#B37.0 Candidal stomatitis	EFO_0009688	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B371#B37.1 Pulmonary candidiasis	MONDO_0002026	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B372#B37.2 Candidiasis of skin and nail	MONDO_0002026	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B373#B37.3 Candidiasis of vulva and vagina	EFO_0007543	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B374#B37.4 Candidiasis of other urogenital sites	EFO_0007406	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B377#B37.7 Candidal septicaemia	EFO_0007543	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B378#B37.8 Candidiasis of other sites	EFO_0007406	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B379#B37.9 Candidiasis| unspecified	EFO_1001283	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B44#B44 Aspergillosis	EFO_0007157	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B441#B44.1 Other pulmonary aspergillosis	EFO_0007157	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B449#B44.9 Aspergillosis| unspecified	EFO_0007157	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B49#B49 Unspecified mycosis	MONDO_0002041	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B50#B50 Plasmodium falciparum malaria	EFO_0007444	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B509#B50.9 Plasmodium falciparum malaria| unspecified	EFO_0007444	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B54#B54 Unspecified malaria	EFO_0001068	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B59#B59 Pneumocystosis	EFO_0007448	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B80#B80 Enterobiasis	EFO_0007254	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B91#B91 Sequelae of poliomyelitis	EFO_0007450	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B94#B94 Sequelae of other and unspecified infectious and parasitic diseases	EFO_0001067	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B948#B94.8 Sequelae of other specified infectious and parasitic diseases	EFO_0001067	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B95#B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters	EFO_1001476|EFO_1001849	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B950#B95.0 Streptococcus| group A| as the cause of diseases classified to other chapters	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B951#B95.1 Streptococcus| group B| as the cause of diseases classified to other chapters	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B952#B95.2 Streptococcus| group D| as the cause of diseases classified to other chapters	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B953#B95.3 Streptococcus pneumoniae as the cause of diseases classified to other chapters	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B954#B95.4 Other streptococcus as the cause of diseases classified to other chapters	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B955#B95.5 Unspecified streptococcus as the cause of diseases classified to other chapters	EFO_1001476	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B956#B95.6 Staphylococcus aureus as the cause of diseases classified to other chapters	EFO_0005681	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B957#B95.7 Other staphylococcus as the cause of diseases classified to other chapters	EFO_0005681	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B958#B95.8 Unspecified staphylococcus as the cause of diseases classified to other chapters	EFO_0005681	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B96#B96 Other bacterial agents as the cause of diseases classified to other chapters	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B961#B96.1 Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters	MONDO_0030603	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B962#B96.2 Escherichia coli [E. coli] as the cause of diseases classified to other chapters	EFO_1001318	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B963#B96.3 Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters	EFO_1001127	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B964#B96.4 Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters	EFO_1001130	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B965#B96.5 Pseudomonas (aeruginosa)(mallei)(pseudomallei) as the cause of diseases classified to other chapters	EFO_0001076	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B966#B96.6 Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters	EFO_1001124	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B968#B96.8 Other specified bacterial agents as the cause of diseases classified to other chapters	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B97#B97 Viral agents as the cause of diseases classified to other chapters	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B972#B97.2 Coronavirus as the cause of diseases classified to other chapters	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B974#B97.4 Respiratory synctial virus as the cause of diseases classified to other chapters	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B977#B97.7 Papillomavirus as the cause of diseases classified to other chapters	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B978#B97.8 Other viral agents as the cause of diseases classified to other chapters	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B98#B98 Other specified infectious agents as the cause of diseases classified to other chapters	EFO_0005741	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B980#B98.0 Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters	EFO_1000961	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#B99#B99 Other and unspecified infectious diseases	EFO_0005741	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockA00-A09#A00-A09 Intestinal infectious diseases	MONDO_0000916	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockA15-A19#A15-A19 Tuberculosis	Orphanet_3389	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockA20-A28#A20-A28 Certain zoonotic bacterial diseases	MONDO_0044746	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockA30-A49#A30-A49 Other bacterial diseases	EFO_0000771	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockA50-A64#A50-A64 Infections with a predominantly sexual mode of transmission	MONDO_0021681	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockA65-A69#A65-A69 Other spirochaetal diseases	EFO_0005741	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockA80-A89#A80-A89 Viral infections of the central nervous system	EFO_1001456	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB00-B09#B00-B09 Viral infections characterized by skin and mucous membrane lesions	EFO_0000763	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB15-B19#B15-B19 Viral hepatitis	EFO_0004196	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB20-B24#B20-B24 Human immunodeficiency virus [HIV] disease	EFO_0000764	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB25-B34#B25-B34 Other viral diseases	EFO_0010125	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB35-B49#B35-B49 Mycoses	MONDO_0002312	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB50-B64#B50-B64 Protozoal diseases	MONDO_0002428	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB65-B83#B65-B83 Helminthiases	EFO_1001342	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB85-B89#B85-B89 Pediculosis| acariasis and other infestations	MONDO_0002875	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB90-B94#B90-B94 Sequelae of infectious and parasitic diseases	EFO_0001067	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB95-B98#B95-B98 Bacterial| viral and other infectious agents	EFO_0005741	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#BlockB99-B99#B99-B99 Other infectious diseases	EFO_0005741	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#ChapterI#Chapter I Certain infectious and parasitic diseases	EFO_0001067	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC00-C14#C00-C14 Malignant neoplasms of lip| oral cavity and pharynx	EFO_0007321	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC15-C26#C15-C26 Malignant neoplasms of digestive organs	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC30-C39#C30-C39 Malignant neoplasms of respiratory and intrathoracic organs	EFO_0003853	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC40-C41#C40-C41 Malignant neoplasms of bone and articular cartilage	EFO_1000350	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC43-C44#C43-C44 Melanoma and other malignant neoplasms of skin	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC45-C49#C45-C49 Malignant neoplasms of mesothelial and soft tissue	EFO_1001044|MONDO_0024637	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC50-C50#C50-C50 Malignant neoplasm of breast	EFO_0003869	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC51-C58#C51-C58 Malignant neoplasms of female genital organs	EFO_1001331	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC60-C63#C60-C63 Malignant neoplasms of male genital organs	MONDO_0024582	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC64-C68#C64-C68 Malignant neoplasms of urinary tract	EFO_1000363	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC69-C72#C69-C72 Malignant neoplasms of eye| brain and other parts of central nervous system	EFO_1000158	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC73-C75#C73-C75 Malignant neoplasms of thyroid and other endocrine glands	EFO_0003769	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC76-C80#C76-C80 Malignant neoplasms of ill-defined| secondary and unspecified sites	EFO_1001175	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40006#BlockC81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue	MONDO_0002334	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
