Phewas_string	EFO_id	EFO_label
Other symptoms of respiratory system	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease
Other symptoms referable to back	http://www.ebi.ac.uk/efo/EFO_0003765	sign or symptom
Other symptoms/disorders or the urinary system	http://www.ebi.ac.uk/efo/EFO_0009690	urinary system disease
Other unspecified back disorders	http://purl.obolibrary.org/obo/MONDO_0000651	thoracic disease
Other upper respiratory disease	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease
Other venous embolism and thrombosis	http://www.ebi.ac.uk/efo/EFO_0004286	venous thromboembolism
Other vitamin B12 deficiency anemia	http://www.ebi.ac.uk/efo/EFO_0000734	vitamin B12 deficiency
Other/Unspecified specified local infections of skin and subcutaneous tissue	http://purl.obolibrary.org/obo/MONDO_0021201	skin infection
Other/Unspecified specified local infections of skin and subcutaneous tissue	NEW TERM REQUEST	subcutaneous tissue infection
Otitis externa	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa
Otitis media	http://www.ebi.ac.uk/efo/EFO_0004992	Otitis media
Otitis media and Eustachian tube disorders	http://www.ebi.ac.uk/efo/EFO_0009667	eustachian tube disease
Otitis media and Eustachian tube disorders	http://www.ebi.ac.uk/efo/EFO_0004992	Otitis media
Otorrhea	http://purl.obolibrary.org/obo/MONDO_0000988	discharging ear
Otosclerosis	http://www.ebi.ac.uk/efo/EFO_0004213	otosclerosis
Ovarian cyst	http://purl.obolibrary.org/obo/HP_0000138	ovarian cyst
Ovarian dysfunction	http://www.ebi.ac.uk/efo/EFO_0009003	ovarian dysfunction
Overweight, obesity and other hyperalimentation	http://www.ebi.ac.uk/efo/EFO_0001073	obesity
Overweight, obesity and other hyperalimentation	NEW TERM REQUEST	hyperalimentation
Pain and other symptoms associated with female genital organs	http://www.ebi.ac.uk/efo/EFO_0003843	pain
Pain in joint	http://purl.obolibrary.org/obo/HP_0002829	arthralgia
Pain in limb	http://purl.obolibrary.org/obo/HP_0009763	limb pain
Pain, swelling or discharge of eye	http://purl.obolibrary.org/obo/HP_0200026	Ocular pain
Pain, swelling or discharge of eye	NEW TERM REQUEST	eye swelling
Pain, swelling or discharge of eye	NEW TERM REQUEST	eye discharge
Painful respiration	 http://purl.obolibrary.org/obo/HP_0002086 	Abnormality of the respiratory system
Pallor and flushing	http://purl.obolibrary.org/obo/HP_0000980	Pallor
Pallor and flushing	http://purl.obolibrary.org/obo/HP_0031284	Flushing
Palpitations	http://purl.obolibrary.org/obo/HP_0001962	Palpitations
Pancreatic cancer	http://www.ebi.ac.uk/efo/EFO_0003860	pancreatic neoplasm
Pancytopenia	http://purl.obolibrary.org/obo/HP_0001876	Pancytopenia
Paralysis/spasm of vocal cords or larynx	http://purl.obolibrary.org/obo/HP_0001605	Vocal cord paralysis
Paralysis/spasm of vocal cords or larynx	http://purl.obolibrary.org/obo/HP_0025425	Laryngospasm 
Paralytic ileus	http://purl.obolibrary.org/obo/HP_0002590	Paralytic ileus
Paralytic strabismus	http://www.ebi.ac.uk/efo/EFO_0009678	paralytic strabismus
Paranoid disorders	http://purl.obolibrary.org/obo/HP_0011999	Paranoia
Paraproteinemia	http://purl.obolibrary.org/obo/HP_0031047	Paraproteinemia
Parasomnia	http://purl.obolibrary.org/obo/HP_0025234	Parasomnia
Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease
Paroxysmal supraventricular tachycardia	http://purl.obolibrary.org/obo/HP_0004763	Paroxysmal supraventricular tachycardia
Paroxysmal tachycardia, unspecified	http://www.ebi.ac.uk/efo/EFO_0009493	paroxysmal tachycardia
Paroxysmal ventricular tachycardia	http://purl.obolibrary.org/obo/HP_0004751	Paroxysmal ventricular tachycardia
Partial epilepsy	http://www.ebi.ac.uk/efo/EFO_0004263	partial epilepsy
Pathologic fracture	http://purl.obolibrary.org/obo/HP_0002756	Pathologic fracture
Pathologic fracture of vertebrae	http://www.ebi.ac.uk/efo/EFO_0003902	spinal fracture
Pathological, developmental or recurrent dislocation	http://purl.obolibrary.org/obo/HP_0001373	Joint dislocation
Pelvic inflammatory disease (PID)	http://www.ebi.ac.uk/efo/EFO_1001388	Pelvic Inflammatory Disease
Pelvic peritoneal adhesions, female (postoperative) (postinfection)	http://www.ebi.ac.uk/efo/EFO_0009541	peritoneum disease
Peptic ulcer (excl. esophageal)	http://purl.obolibrary.org/obo/HP_0004398	Peptic ulcer
Peptic ulcers	http://purl.obolibrary.org/obo/HP_0004398	Peptic ulcer
Perforation of tympanic membrane	http://www.ebi.ac.uk/efo/EFO_0009472	tympanic membrane perforation
Periapical abscess	http://purl.obolibrary.org/obo/HP_0030757	Tooth abscess
Pericarditis	http://www.ebi.ac.uk/efo/EFO_0007427	pericarditis
Periodontitis (acute or chronic)	http://www.ebi.ac.uk/efo/EFO_0000649	periodontitis
Periostitis	http://purl.obolibrary.org/obo/HP_0040165	Periostitis
Peripheral angiopathy in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease
Peripheral autonomic neuropathy	http://purl.obolibrary.org/obo/MONDO_0001300	autonomic neuropathy
Peripheral enthesopathies and allied syndromes	http://www.ebi.ac.uk/efo/EFO_0009666	enthesopathy
Peripheral or central vertigo	http://purl.obolibrary.org/obo/MONDO_0004900	peripheral vertigo
Peripheral or central vertigo	http://purl.obolibrary.org/obo/MONDO_0002317	central nervous system origin vertigo
Peripheral retinal degenerations	http://purl.obolibrary.org/obo/MONDO_0004580	retinal degeneration
Peripheral vascular disease	http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease
Peripheral vascular disease, unspecified	http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease
Peritoneal adhesions (postoperative) (postinfection)	http://www.ebi.ac.uk/efo/EFO_0009541	peritoneum disease
Peritoneal or intestinal adhesions	http://www.ebi.ac.uk/efo/EFO_0009541	peritoneum disease
intestinal disease	http://www.ebi.ac.uk/efo/EFO_0009431	intestinal adhesion
Peritonitis and retroperitoneal infections	http://www.ebi.ac.uk/efo/EFO_0008588	peritonitis
Peritonitis and retroperitoneal infections	NEW TERM REQUEST	retroperitoneal infection
Pernicious anemia	http://www.ebi.ac.uk/efo/EFO_0005576	pernicious anemia
Personal history of allergy to medicinal agents	http://www.ebi.ac.uk/efo/EFO_0009482	drug allergy
Personal history of diseases of digestive system	http://www.ebi.ac.uk/efo/EFO_0000405	digestive system disease
Personality disorders	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder
Pervasive developmental disorders	http://purl.obolibrary.org/obo/MONDO_0000594	pervasive developmental disorder 
Peyronie's disease	http://www.ebi.ac.uk/efo/EFO_1000466	Penile Fibromatosis
Phlebitis and thrombophlebitis	http://purl.obolibrary.org/obo/HP_0004418	Thrombophlebitis
Phlebitis and thrombophlebitis	http://www.ebi.ac.uk/efo/EFO_1001395	Phlebitis
Phlebitis and thrombophlebitis of lower extremities	http://purl.obolibrary.org/obo/HP_0004418	Thrombophlebitis
Phlebitis and thrombophlebitis of lower extremities	http://www.ebi.ac.uk/efo/EFO_1001395	Phlebitis
Phobia	http://www.ebi.ac.uk/efo/EFO_1001908	phobic disorder
Pilonidal cyst	http://purl.obolibrary.org/obo/HP_0010769	Pilonidal sinus
Pituitary hyperfunction	http://www.ebi.ac.uk/efo/EFO_1000973	hyperpituitarism
Pituitary hypofunction	http://www.ebi.ac.uk/efo/EFO_0001380	hypopituitarism
Pityriasis	http://www.ebi.ac.uk/efo/EFO_1000756	pityriasis rosea
Pleurisy; pleural effusion	http://www.ebi.ac.uk/efo/EFO_1001825	pleurisy
Pleurisy; pleural effusion	http://www.ebi.ac.uk/efo/EFO_0009637	Pleural effusion
Pneumococcal pneumonia	http://www.ebi.ac.uk/efo/EFO_1001474	pneumococcal pneumonia
Pneumoconiosis	http://www.orpha.net/ORDO/Orphanet_182098	pneumoconiosis
Pneumonia	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia
Pneumonitis due to inhalation of food or vomitus	http://purl.obolibrary.org/obo/MONDO_0000265	aspiration pneumonia (disease) 
Poisoning by agents primarily affecting blood constituents	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by agents primarily affecting the cardiovascular system	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by analgesics, antipyretics, and antirheumatics	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by antibiotics	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by anticonvulsants and anti-Parkinsonism drugs	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by hormones and synthetic substitutes	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by other anti-infectives	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by primarily systemic agents	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by psychotropic agents	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Poisoning by water, mineral, and uric acid metabolism drugs	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Polyarteritis nodosa and allied conditions	http://www.ebi.ac.uk/efo/EFO_0009012	polyarteritis nodosa
Polycystic ovaries	http://www.ebi.ac.uk/efo/EFO_0000660	polycystic ovary syndrome
Polycythemia vera	http://www.ebi.ac.uk/efo/EFO_0002429	polycythemia vera
Polycythemia vera, secondary	http://www.ebi.ac.uk/efo/EFO_0002429	polycythemia vera
Polymyalgia Rheumatica	http://www.ebi.ac.uk/efo/EFO_0008518	polymyalgia rheumatica
Polyneuropathy in diabetes	http://www.ebi.ac.uk/efo/EFO_1000783	diabetic neuropathy
Polyp of corpus uteri	http://www.ebi.ac.uk/efo/EFO_0009484	uterine polyp 
Polyp of female genital organs	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp
Portal hypertension	http://www.ebi.ac.uk/efo/EFO_0000666	portal hypertension
Posterior pituitary disorders	http://www.ebi.ac.uk/efo/EFO_0009607	pituitary gland disease
Postinflammatory pulmonary fibrosis	http://purl.obolibrary.org/obo/MONDO_0001438	postinflammatory pulmonary fibrosis
Postlaminectomy syndrome	 http://www.ebi.ac.uk/efo/EFO_0009518 	complication
Postmenopausal atrophic vaginitis	http://purl.obolibrary.org/obo/MONDO_0001410	postmenopausal atrophic vaginitis
Postmenopausal bleeding	http://www.ebi.ac.uk/efo/EFO_0009549	female reproductive system disease
Postnasal drip	http://purl.obolibrary.org/obo/MONDO_0004867	upper respiratory tract disease
Postoperative infection	http://www.ebi.ac.uk/efo/EFO_0000544	Infection
Posttraumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	post-traumatic stress disorder
Posttraumatic wound infection not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000544	Infection
Posttraumatic wound infection not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000546	Injury
Precordial pain	http://purl.obolibrary.org/obo/HP_0032141	Precordial pain 
Premature beats	http://www.ebi.ac.uk/efo/EFO_0009276	ventricular ectopy
Premature menopause and other ovarian failure	http://www.ebi.ac.uk/efo/EFO_0009005	premature menopause
Premature menopause and other ovarian failure	http://purl.obolibrary.org/obo/HP_0008209	Premature ovarian insufficiency
Premenstrual tension syndromes	http://purl.obolibrary.org/obo/MONDO_0004169	premenstrual tension
Primary angle-closure glaucoma	http://www.ebi.ac.uk/efo/EFO_1001506	primary angle closure glaucoma
Primary biliary cirrhosis	http://www.ebi.ac.uk/efo/EFO_1001486	primary biliary cirrhosis
Primary open angle glaucoma	http://www.ebi.ac.uk/efo/EFO_0004190	primary open angle glaucoma
Primary pulmonary hypertension	http://purl.obolibrary.org/obo/MONDO_0001999	primary pulmonary hypertension
Primary thrombocytopenia	http://purl.obolibrary.org/obo/MONDO_0004680	primary thrombocytopenia
Primary/intrinsic cardiomyopathies	http://purl.obolibrary.org/obo/MONDO_0000591	intrinsic cardiomyopathy 
progressive myopia	http://purl.obolibrary.org/obo/HP_0000545	Myopia 
Prolapse of vaginal vault after hysterectomy	http://www.ebi.ac.uk/efo/EFO_0004710	pelvic organ prolapse
Prolapse of vaginal walls	http://www.ebi.ac.uk/efo/EFO_0004710	pelvic organ prolapse
Prostatitis	http://www.ebi.ac.uk/efo/EFO_0003830	prostatitis
Protein-calorie malnutrition	http://www.ebi.ac.uk/efo/EFO_0008572	malnutrition
Proteinuria	http://purl.obolibrary.org/obo/HP_0000093	proteinuria
Prurigo	http://purl.obolibrary.org/obo/MONDO_0021739	prurigo
Pruritus and related conditions	http://purl.obolibrary.org/obo/HP_0000989	Pruritus
Pseudoexfoliation glaucoma	http://www.ebi.ac.uk/efo/EFO_0004235	exfoliation syndrome
Pseudomonal pneumonia	http://www.ebi.ac.uk/efo/EFO_0001076	Pseudomonas infection
Pseudomonal pneumonia	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia
Psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis
Psoriasis and related disorders	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis
Psoriasis vulgaris	http://www.ebi.ac.uk/efo/EFO_1001494	psoriasis vulgaris
Psoriatic arthropathy	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis
Psychogenic and somatoform disorders	http://purl.obolibrary.org/obo/MONDO_0002025	psychiatric disorder
Psychogenic and somatoform disorders	http://www.ebi.ac.uk/efo/EFO_0009687	somatoform disorder
Psychogenic disorder	NEW TERM REQUEST	Psychogenic disease
Ptosis of eyelid	http://purl.obolibrary.org/obo/MONDO_0000728	ptosis (disease) 
Pulmonary collapse; interstitial and compensatory emphysema	http://purl.obolibrary.org/obo/HP_0002107	Pneumothorax
Pulmonary collapse; interstitial and compensatory emphysema	http://purl.obolibrary.org/obo/MONDO_0000923	interstitial emphysema
Pulmonary collapse; interstitial and compensatory emphysema	http://purl.obolibrary.org/obo/MONDO_0000924	compensatory emphysema
Pulmonary congestion and hypostasis	http://www.ebi.ac.uk/efo/EFO_0009866	pulmonary vascular congestion
Pulmonary congestion and hypostasis	http://www.ebi.ac.uk/efo/EFO_0003875 	peripheral vascular disease
Pulmonary embolism and infarction	http://www.ebi.ac.uk/efo/EFO_0003827	pulmonary embolism
Pulmonary embolism and infarction	http://www.ebi.ac.uk/efo/EFO_1001408	Pulmonary Infarction
Pulmonary heart disease	http://purl.obolibrary.org/obo/MONDO_0004596	cor pulmonale
Purpura and other hemorrhagic conditions	http://purl.obolibrary.org/obo/MONDO_0002610	purpura (disease)
Purpura and other hemorrhagic conditions	http://purl.obolibrary.org/obo/MONDO_0002243	hemorrhagic disease
pyelonephritis	http://www.ebi.ac.uk/efo/EFO_1001141	pyelonephritis
Pyogenic arthritis	http://www.ebi.ac.uk/efo/EFO_1001351	infectious arthritis
Pyogenic granuloma	http://purl.obolibrary.org/obo/MONDO_0022096	pyogenic granuloma
Random mental disorder. Ignored for now	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder
Rash and other nonspecific skin eruption	http://www.ebi.ac.uk/efo/EFO_1000697	exanthem
Raynaud's syndrome	http://www.ebi.ac.uk/efo/EFO_1001145	Raynaud disease
Redundant prepuce and phimosis/BXO	http://www.ebi.ac.uk/efo/EFO_1001104	phimosis
Redundant prepuce and phimosis/BXO	NEW TERM REQUEST	Redundant prepuce
Reflux esophagitis	http://www.ebi.ac.uk/efo/EFO_0003948	gastroesophageal reflux disease
Regional enteritis	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease
Renal colic	http://www.ebi.ac.uk/efo/EFO_1001412	Renal Colic
Renal dialysis	NEW TERM REQUEST	renal dialysis
Renal failure	http://purl.obolibrary.org/obo/HP_0000083	Renal insufficiency
Renal failure NOS	http://purl.obolibrary.org/obo/HP_0000083	Renal insufficiency
Renal osteodystrophy	http://www.ebi.ac.uk/efo/EFO_1001152	renal osteodystrophy
Respiratory abnormalities	http://purl.obolibrary.org/obo/HP_0002086	Abnormality of the respiratory system
Respiratory complications	http://www.ebi.ac.uk/efo/EFO_0009518	complications
Respiratory failure	http://www.ebi.ac.uk/efo/EFO_0009686	respiratory failure
Respiratory failure; insufficiency; arrest	http://www.ebi.ac.uk/efo/EFO_0009686	respiratory failure
Respiratory insufficiency	http://purl.obolibrary.org/obo/HP_0002093	Respiratory insufficiency
Restless legs syndrome	http://www.ebi.ac.uk/efo/EFO_0004270	restless legs syndrome
Retention of urine	http://purl.obolibrary.org/obo/HP_0000016	Urinary retention
Reticulosarcoma	http://www.ebi.ac.uk/efo/EFO_0005287	reticulum cell sarcoma
Retinal detachment with retinal defect	http://www.ebi.ac.uk/efo/EFO_0005773	retinal detachment
Retinal detachment with retinal defect	http://www.ebi.ac.uk/efo/EFO_0003839	retinopathy
Retinal detachments and defects	http://www.ebi.ac.uk/efo/EFO_0005773	retinal detachment
Retinal detachments and defects	http://www.ebi.ac.uk/efo/EFO_0003839	retinopathy
Retinal edema and hypertensive retinopathy	http://purl.obolibrary.org/obo/MONDO_0004037	retinal edema
Retinal edema and hypertensive retinopathy	http://www.ebi.ac.uk/efo/EFO_1000977	hypertensive retinopathy
Retinal hemorrhage/ischemia	http://purl.obolibrary.org/obo/HP_0000573	Retinal hemorrhage
Retinal vascular changes and abnomalities	http://purl.obolibrary.org/obo/MONDO_0002311	retinal vascular disease
Retinoschisis and retinal cysts	http://purl.obolibrary.org/obo/MONDO_0004579	retinoschisis
Retinoschisis and retinal cysts	http://www.ebi.ac.uk/efo/EFO_1001028	macular holes
Rhabdomyolysis	http://www.ebi.ac.uk/efo/EFO_0003867	rhabdomyolysis
Rheumatic fever / chorea	http://www.ebi.ac.uk/efo/EFO_0004152	chorea
Rheumatic fever / chorea	http://www.ebi.ac.uk/efo/EFO_1001160	rheumatic fever
Rheumatic heart disease NOS	http://www.ebi.ac.uk/efo/EFO_1001161	rheumatic heart disease
Rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685	rheumatoid arthritis
Rheumatoid arthritis and other inflammatory polyarthropathies	http://purl.obolibrary.org/obo/MONDO_0006816	arthropathy
Rheumatoid arthritis and other inflammatory polyarthropathies	http://www.ebi.ac.uk/efo/EFO_0000685	rheumatoid arthritis
Right bundle branch block	http://purl.obolibrary.org/obo/HP_0011712	Right bundle branch block
Rosacea	http://www.ebi.ac.uk/efo/EFO_1000760	rosacea
Rotator cuff (capsule) sprain	http://www.ebi.ac.uk/efo/EFO_0009582	Sprain
Sacroiliitis NEC	http://purl.obolibrary.org/obo/HP_0012317	Sacroiliac arthritis
Salicylates causing adverse effects in therapeutic use	http://www.ebi.ac.uk/efo/EFO_0009658	adverse effect
Sarcoidosis	http://www.orpha.net/ORDO/Orphanet_797	Sarcoidosis
Scar conditions and fibrosis of skin	http://purl.obolibrary.org/obo/HP_0100699	Scarring
Scar conditions and fibrosis of skin	http://www.ebi.ac.uk/efo/EFO_0006890	Fibrosis
Schizoid personality disorder	http://purl.obolibrary.org/obo/MONDO_0001161	schizoid personality disorder
Schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia
Schizophrenia and other psychotic disorders	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia
Sciatica	http://purl.obolibrary.org/obo/HP_0011868	Sciatica
Scleritis and episcleritis	http://purl.obolibrary.org/obo/MONDO_0001718	scleritis (disease)
Scleritis and episcleritis	http://purl.obolibrary.org/obo/HP_0100534	Episcleritis
Sebaceous cyst	http://www.ebi.ac.uk/efo/EFO_1000243	Epidermal Inclusion Cyst
Seborrhea	http://www.ebi.ac.uk/efo/EFO_1000764	seborrheic dermatitis
Seborrheic keratosis	http://www.ebi.ac.uk/efo/EFO_0005584	seborrheic keratosis
Second degree AV block	http://purl.obolibrary.org/obo/HP_0011706	Second degree atrioventricular block
Secondary hyperparathyroidism (of renal origin)	http://www.ebi.ac.uk/efo/EFO_1001173	secondary hyperparathyroidism
Secondary hypothyroidism	http://www.ebi.ac.uk/efo/EFO_0004705	hypothyroidism
Secondary malignancy of bone	http://www.ebi.ac.uk/efo/EFO_0009812	secondary malignant neoplasm
Secondary malignancy of brain/spine	http://www.ebi.ac.uk/efo/EFO_0009812	secondary malignant neoplasm
Secondary malignancy of lymph nodes	http://www.ebi.ac.uk/efo/EFO_0009812	secondary malignant neoplasm
Secondary malignancy of respiratory organs	http://www.ebi.ac.uk/efo/EFO_0009812	secondary malignant neoplasm
Secondary malignant neoplasm	http://www.ebi.ac.uk/efo/EFO_0009812	secondary malignant neoplasm
Secondary malignant neoplasm of digestive systems	http://www.ebi.ac.uk/efo/EFO_0009812	secondary malignant neoplasm
Secondary malignant neoplasm of liver	http://www.ebi.ac.uk/efo/EFO_0009812	secondary malignant neoplasm
Secondary thrombocytopenia	http://purl.obolibrary.org/obo/HP_0001873	thrombocytopenia
Secondary/extrinsic cardiomyopathies	http://purl.obolibrary.org/obo/MONDO_0002824	extrinsic cardiomyopathy
Senile dementia	http://purl.obolibrary.org/obo/HP_0000726	dementia
Senile osteoporosis	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis
Sensorineural hearing loss	http://www.ebi.ac.uk/efo/EFO_1001176	sensorineural hearing loss
Sepsis	http://purl.obolibrary.org/obo/HP_0100806	sepsis
Sepsis and SIRS	http://purl.obolibrary.org/obo/HP_0100806	sepsis
Sepsis and SIRS	http://www.ebi.ac.uk/efo/EFO_1001478	systemic inflammatory response syndrome
Septal Deviations/Turbinate Hypertrophy	http://www.ebi.ac.uk/efo/EFO_1001813	Nasal Septal Perforation
Septal Deviations/Turbinate Hypertrophy	 http://purl.obolibrary.org/obo/MONDO_0002232	nasal cavity disease
Septicemia	http://purl.obolibrary.org/obo/HP_0100806	sepsis
severe protein-calorie malnutrition	http://www.ebi.ac.uk/efo/EFO_0009563	protein energy malnutrition
Sexual and gender identity disorders	http://purl.obolibrary.org/obo/MONDO_0000595	sexual and gender identity disorders
Sexually transmitted infections (not HIV or hepatitis)	http://purl.obolibrary.org/obo/MONDO_0021681	sexually transmitted disease 
Shock	http://purl.obolibrary.org/obo/HP_0031273	Shock
Sialoadenitis	http://www.ebi.ac.uk/efo/EFO_1001179	sialadenitis
Sicca syndrome	http://www.ebi.ac.uk/efo/EFO_0000699	Sjogren syndrome
Simple and unspecified goiter	http://www.ebi.ac.uk/efo/EFO_1000916	endemic goiter
Sinoatrial node dysfunction (Bradycardia)	http://purl.obolibrary.org/obo/HP_0001662	Bradycardia 
Skin cancer	http://purl.obolibrary.org/obo/MONDO_0002898	skin cancer 
Sleep apnea	http://www.ebi.ac.uk/efo/EFO_0003877	sleep apnea
Sleep disorders	http://www.ebi.ac.uk/efo/EFO_0008568	Sleep Disorder
Sleep related movement disorders	http://www.ebi.ac.uk/efo/EFO_0008568	Sleep disorder
Somatoform disorder	http://www.ebi.ac.uk/efo/EFO_0009687	somatoform disorder
Spasm of muscle	http://purl.obolibrary.org/obo/HP_0003394	Muscle spasm
Specific nonpsychotic mental disorders due to brain damage	http://purl.obolibrary.org/obo/MONDO_0043510	brain injury
Specific nonpsychotic mental disorders due to brain damage	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder
Speech and language disorder	http://purl.obolibrary.org/obo/MONDO_0004730	speech disorder
Speech and language disorder	http://purl.obolibrary.org/obo/MONDO_0004750	language disorder
Spermatocele	http://www.ebi.ac.uk/efo/EFO_1001189	spermatocele
Spinal stenosis	http://www.ebi.ac.uk/efo/EFO_0007490	spinal stenosis
Spinal stenosis of lumbar region	http://www.ebi.ac.uk/efo/EFO_0007490	spinal stenosis
Spirochetal infection	http://www.ebi.ac.uk/efo/EFO_0009567	Spirochaetales Infections 
Spondylolisthesis, congenital	http://www.ebi.ac.uk/efo/EFO_0007493	spondylolisthesis
Spondylosis and allied disorders	http://www.ebi.ac.uk/efo/EFO_0000706	spondyloarthropathy
Spondylosis with myelopathy	http://purl.obolibrary.org/obo/HP_0002196	Myelopathy
Spondylosis with myelopathy	http://www.ebi.ac.uk/efo/EFO_0000706	spondyloarthropathy
Spondylosis without myelopathy	http://www.ebi.ac.uk/efo/EFO_0000706	spondyloarthropathy
Spontaneous ecchymoses	http://purl.obolibrary.org/obo/HP_0031364	Ecchymosis
Sprains and strains	http://www.ebi.ac.uk/efo/EFO_0009582	sprain
Sprains and strains	NEW TERM REQUEST	Muscle strain
Sprains and strains of back and neck	http://www.ebi.ac.uk/efo/EFO_0009582	sprain
Sprains and strains of back and neck	NEW TERM REQUEST	Muscle strain
Staphylococcus infections	http://www.ebi.ac.uk/efo/EFO_0005681	Staphylococcus aureus infection
Stiffness of joint	http://purl.obolibrary.org/obo/HP_0001387	Joint stiffness
Stomatitis and mucositis	http://www.ebi.ac.uk/efo/EFO_0009688	Stomatitis
Stomatitis and mucositis	http://www.ebi.ac.uk/efo/EFO_1001898	mucositis
Stomatitis and mucositis (ulcerative)	http://purl.obolibrary.org/obo/MONDO_0004848	ulcerative stomatitis
Stomatitis and mucositis (ulcerative)	http://www.ebi.ac.uk/efo/EFO_1001898	mucositis
Strabismus (not specified as paralytic)	http://purl.obolibrary.org/obo/HP_0000486	Strabismus
Strabismus and other disorders of binocular eye movements	http://www.ebi.ac.uk/efo/EFO_0009535	binocular vision disease
Strabismus and other disorders of binocular eye movements	http://purl.obolibrary.org/obo/HP_0000486	Strabismus
Streptococcus infection	http://www.ebi.ac.uk/efo/EFO_1001476	streptococcal infection
Stress fracture	http://www.ebi.ac.uk/efo/EFO_0003931	bone fracture
stress incontinence, female	http://purl.obolibrary.org/obo/HP_0010992	Stress urinary incontinence
Stricture and stenosis of esophagus	http://purl.obolibrary.org/obo/HP_0002043	Esophageal stricture
Stricture and stenosis of esophagus	http://purl.obolibrary.org/obo/HP_0010450	Esophageal stenosis
Stricture of artery	http://purl.obolibrary.org/obo/HP_0100545	Arterial stenosis 
Stricture/obstruction of ureter	http://purl.obolibrary.org/obo/MONDO_0002674	stricture or kinking of ureter
Stricture/obstruction of ureter	http://purl.obolibrary.org/obo/HP_0006000	Ureteral obstruction
Subarachnoid hemorrhage	http://www.ebi.ac.uk/efo/EFO_0000713	subarachnoid hemorrhage
Subarachnoid hemorrhage (injury)	http://www.ebi.ac.uk/efo/EFO_0000713	subarachnoid hemorrhage
Subarachnoid hemorrhage (injury)	http://www.ebi.ac.uk/efo/EFO_0000546	Injury
Subdural hemorrhage	http://purl.obolibrary.org/obo/HP_0100309	Subdural hemorrhage
Subdural hemorrhage (injury)	http://purl.obolibrary.org/obo/HP_0100309	Subdural hemorrhage
Subdural hemorrhage (injury)	http://www.ebi.ac.uk/efo/EFO_0000546	Injury
Subjective visual disturbances	http://purl.obolibrary.org/obo/MONDO_0021084	vision disorder
Substance addiction and disorders	http://purl.obolibrary.org/obo/MONDO_0004938	substance dependence
Suicidal ideation or attempt	http://www.ebi.ac.uk/efo/EFO_0004320	suicidal ideation
Suicidal ideation or attempt	http://www.ebi.ac.uk/efo/EFO_0004321	attempted suicide
Sulfonamides	http://purl.obolibrary.org/obo/CHEBI_36047	antibacterial drug
Superficial cellulitis and abscess	http://www.ebi.ac.uk/efo/EFO_0003035	cellulitis
Superficial cellulitis and abscess	http://www.ebi.ac.uk/efo/EFO_0003030	abscess
Suppurative and unspecified otitis media	http://www.ebi.ac.uk/efo/EFO_0007503	suppurative otitis media
Suppurative and unspecified otitis media	http://www.ebi.ac.uk/efo/EFO_0004992	otitis media
Supraventricular premature beats	 http://purl.obolibrary.org/obo/HP_0006699	Premature atrial contractions
Swelling of limb	http://www.ebi.ac.uk/efo/EFO_0009373	edema
Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	http://www.ebi.ac.uk/efo/EFO_0000524	head and neck disorder
Symptomatic artificial menopause	http://www.ebi.ac.uk/efo/EFO_0003922	menopause
Symptomatic menopause	http://www.ebi.ac.uk/efo/EFO_0003922	menopause
